Country Name,Year,Data.Daily cigarettes,Data.Percentage.Male,Data.Percentage.Female,Data.Percentage.Total,Data.Smokers.Total,Data.Smokers.Female,Data.Smokers.Male,GDP per capita,Unemployment,Literacy,Health expenditure
Niger,1981,6.5,5.4000001,8.8000002,2.3,170531,38099,132431,340.9996978,,,
Nigeria,1981,7.5,9.5,15.1,3.8,4000435,792388,3208046,2187.886436,,,
North Korea,1981,17.9,22.700001,44.700001,3.5,2588107,213970,2374137,,,,
Norway,1981,4.8000002,34.599998,39.400002,30,1107557,488780,618777,15512.48418,,,
Oman,1981,40.299999,9.8000002,16.700001,1.3,65344,3914,61430,6748.752512,,,
Pakistan,1981,18.200001,20,32.900002,5.5,9395810,1219244,8176566,333.4583921,,0.35467,
Palestine,1981,12.3,25.799999,47.799999,3.5,201649,13774,187875,,,,
Panama,1981,22.9,10.1,16.200001,3.8,122224,23146,99077,2607.18005,,,
Papua New Guinea,1981,15.7,38.5,55,21.200001,697130,187089,510041,788.3027608,,,
Paraguay,1981,26.299999,16.299999,25.200001,7.3000002,309484,69328,240156,1778.053821,,,
Peru,1981,10.5,9.8999996,14,5.8000002,1030494,301714,728780,1207.216128,,,
Philippines,1981,18.4,27.5,46.5,8.3999996,7665651,1170460,6495191,815.2160843,,,
Poland,1981,20.9,41.900002,56.599998,28.299999,11351198,3997116,7354082,,,,
Portugal,1981,23.700001,21.1,35.799999,8,1554079,310800,1243278,3245.975214,,,
Qatar,1981,17.4,14.7,20.4,1.4,24498,712,23786,29371.46692,,,
Romania,1981,19.1,26.4,35.299999,18,4322443,1513982,2808461,,,,
Russia,1981,21.6,34.900002,58.599998,15.6,38008382,9370467,28637914,,,,
Rwanda,1981,21.700001,14,21.200001,7.1999998,385266,101675,283590,258.5577577,,,
Saint Lucia,1981,23.799999,8.6999998,13.4,4.4000001,5876,1563,4313,,,,
Saint Vincent and the Grenadines,1981,133.10001,9.1000004,16.6,2.4000001,5270,737,4533,,,,
Samoa,1981,25.6,27.299999,39.5,15,23246,6401,16846,,,,
Sao Tome and Principe,1981,13.9,3.5999999,6.3000002,1.1,1870,304,1567,,,,
Saudi Arabia,1981,76.300003,7.0999999,12,0.69999999,415989,18064,397925,17258.6433,,,
Senegal,1981,21.299999,10.9,20.5,1.5,331259,22630,308628,699.9098582,,,
Serbia,1981,14.5,22.9,25.9,20,1576326,704523,871803,,,,
Seychelles,1981,20.1,17.6,30.9,4.3000002,7349,905,6444,2557.206656,,,
Sierra Leone,1981,7.3000002,18.700001,31.799999,6,341013,55510,285503,324.3517267,,,
Singapore,1981,27.799999,17.200001,29.200001,4.9000001,310001,43135,266865,5596.585977,,,
Slovakia,1981,25.799999,24.4,34.400002,14.9,901577,284384,617192,,,,
Slovenia,1981,34.400002,29.9,37.200001,23.4,427141,175753,251388,,,,
Solomon Islands,1981,5,29,41,16.1,36344,9757,26587,801.1945584,,,
Somalia,1981,21.799999,11.2,20.1,2.7,395203,48747,346456,117.7960523,,,
South Africa,1981,22.1,23.5,38.099998,9.1999998,4105302,814291,3291011,3080.833219,,,
South Korea,1981,22.799999,34.200001,62.799999,6.5999999,8710215,850909,7859307,,,,
Spain,1981,21.5,34.099998,43.5,25.299999,9592918,3688793,5904125,5371.166436,,,
Sri Lanka,1981,12.3,13.3,24.6,1.5,1308479,72178,1236301,290.5367445,,0.90755,
Sudan,1981,16.799999,5.6999998,9.8999996,1.6,608057,85297,522760,495.6119385,,,
Suriname,1981,126.7,6.0999999,9.8999996,2.2,13734,2500,11234,2365.24867,,,
Swaziland,1981,20.700001,6,10.7,2.2,19200,3876,15324,,,,
Sweden,1981,16.1,27,29.1,25,1815367,856400,958968,15586.30182,,,
Switzerland,1981,29.1,27.4,33.5,21.799999,1407909,581721,826188,17664.63918,,,
Syria,1981,34.5,18.1,29.299999,6.5,859269,152579,706690,,,,
Taiwan,1981,30,21.700001,38.200001,3.5,2677512,205681,2471831,,,,
Tajikistan,1981,31.200001,18.4,34.299999,3.3,424637,39001,385635,,,,
Tanzania,1981,10.3,11.6,21.9,1.9,1199257,100817,1098440,,,,
Thailand,1981,17.1,25.1,46.400002,4.0999999,7444219,612285,6831934,745.7320342,,,
Timor,1981,1.5,31.200001,58.400002,3.9000001,109486,6821,102664,,,,
Togo,1981,37.200001,7.0999999,12.9,1.5,106816,11586,95229,446.963327,,,
Tonga,1981,16.700001,31.9,50.299999,13.3,17493,3623,13871,642.6905947,,,
Trinidad and Tobago,1981,28.700001,20.4,32.599998,8.6000004,149013,31972,117041,6118.941044,,,
Tunisia,1981,21.200001,20.700001,39.599998,1.7,783468,32905,750563,1249.759783,,,
Turkey,1981,22.700001,27.799999,42.400002,13.9,7530174,1914253,5615921,,,,
Turkmenistan,1981,25.9,20.4,38.400002,3.5999999,352891,32022,320869,,,,
Uganda,1981,2.5,12.3,21.6,3.2,835945,110314,725631,98.59507365,,,
Ukraine,1981,18.1,31.5,55.099998,12.8,12449443,2813240,9636203,,,,
United Arab Emirates,1981,12.3,19.5,25.5,0.69999999,151336,1284,150051,44841.22975,,,
United Kingdom,1981,17.299999,36.400002,37.5,35.400002,16278975,8235570,8043404,9598.508938,,,
United States,1981,31.6,29.299999,32.099998,26.799999,52230753,24892792,27337962,13976.10539,,,
Uruguay,1981,15.5,29.9,38.299999,22,641267,244878,396390,3724.888176,,,
Uzbekistan,1981,15.4,10,19.4,1.1,970987,57721,913265,,,,
Vanuatu,1981,7.1999998,22.4,38.599998,4.3000002,14763,1341,13422,941.2244147,,,
Venezuela,1981,32.200001,25,34.900002,15,2323859,691889,1631971,,,,
Vietnam,1981,5.8000002,27,52.299999,3.5999999,9002559,630316,8372243,,,,
World,1981,18.700001,25.1,40,10.3,735616954,151014867,584602123,2594.255434,,,
Yemen,1981,29,19.9,31,9.8999996,828801,217382,611420,,,,
Zambia,1981,11.6,12.3,21.6,3.3,392102,53542,338560,679.6336431,,,
Zimbabwe,1981,28.5,13.1,23.5,3,506488,58041,448447,1067.25452,,,
Afghanistan,1982,5.8000002,10.5,18.5,2.3,700415,76061,624355,,,,
Albania,1982,18.200001,21.299999,38.400002,3.3,382557,29246,353311,,,,
Algeria,1982,18.799999,15.7,30.700001,0.80000001,1759249,47141,1712108,2260.347688,,,
Andorra,1982,18.1,30.700001,37,24.9,9232,3909,5323,9739.230181,,,
Angola,1982,23.1,8.8000002,16.799999,1.1,383039,25088,357951,620.3631095,,,
Antigua and Barbuda,1982,114.3,5,7.9000001,2.4000001,2371,580,1790,2519.803144,,,
Argentina,1982,19.200001,26,30.5,21.799999,5222601,2251315,2971286,2914.918251,,,
Armenia,1982,21.799999,26.5,52.599998,2.5,591772,28962,562811,,,,
Australia,1982,24.299999,29.6,33.099998,26.200001,3380260,1509591,1870669,12778.85525,,,
Austria,1982,30.1,25.5,33.099998,19,1555638,618649,936989,9410.347257,,,
Azerbaijan,1982,19.5,20.4,41.900002,0.89999998,867301,19499,847803,,,,
Bahamas,1982,36.700001,11,17.1,5.0999999,15431,3655,11777,,,,
Bahrain,1982,19,17.5,24.4,6.3000002,44536,6154,38382,9323.749838,,,
Bangladesh,1982,9.1000004,24.4,45,1.7,11887603,386753,11500851,209.1957418,,,
Barbados,1982,37.099998,6.8000002,12.1,2.2,12290,2140,10149,4552.944471,,,
Belarus,1982,14.6,27.799999,50.099998,9.3999996,2100275,389852,1710424,,,,
Belgium,1982,23.6,31.9,39.099998,25.299999,2530240,1035169,1495070,9343.8611,,,
Belize,1982,48.599998,10.8,19.5,1.9,8861,780,8081,1195.508972,,,
Benin,1982,17.5,9.1000004,15.7,3.2,195557,36908,158649,312.6932128,,,
Bhutan,1982,41.599998,11.9,18.9,4,29494,4597,24897,319.8530044,,,
Bolivia,1982,3,33.299999,45.400002,21.9,1081030,364046,716984,933.7357931,,,
Bosnia and Herzegovina,1982,23.5,37.099998,46.400002,28.5,1139323,449949,689374,,,,
Botswana,1982,30.700001,15.2,25.6,5.5999999,87346,16800,70545,992.1182129,,,
Brazil,1982,37.799999,19,23.700001,14.3,15109090,5741597,9367492,2118.564108,,,
Brunei,1982,39.799999,11.7,14.4,8.3999996,14746,4813,9933,,,,
Bulgaria,1982,20.5,29.299999,38,20.799999,2034475,732918,1301558,2169.004011,,,
Burkina Faso,1982,4.3000002,12.7,17.9,7.9000001,489166,161154,328012,239.6194958,,,
Burundi,1982,14,14.3,20.6,8.6999998,345683,109960,235723,220.1570099,,,
Cambodia,1982,12.6,22.5,43.799999,4.6999998,918592,105011,813581,,,,
Cameroon,1982,13.5,8.3000002,14.4,2.5,433080,65181,367899,730.7688958,,,
Canada,1982,27.700001,35.5,39,32.099998,6942431,3183268,3759163,12526.95904,,,
Cape Verde,1982,17.700001,6,10,2.9000001,10145,2771,7374,,,,
Central African Republic,1982,16.9,8.3999996,16.1,1.2,117252,8225,109027,303.250842,,,
Chad,1982,2,7.4000001,12.9,2.2,190017,29227,160790,180.4890557,,,
Chile,1982,8.5,35.400002,38.5,32.400002,2779167,1305512,1473655,2144.985787,,,
China,1982,16,29.299999,51.700001,5.3000002,197400824,17375286,180025530,203.3349195,,,
Colombia,1982,29.1,15.3,22.4,8.3999996,2599192,730817,1868375,1421.921688,,,
Comoros,1982,3.5,12.8,17.799999,7.8000002,23278,7151,16128,530.2043593,,,
Congo,1982,21.700001,8.8000002,16.6,1.2,92221,6225,85997,,,,
Costa Rica,1982,33.200001,10.3,15.1,5.4000001,162899,41736,121163,1021.892746,,,
Cote d'Ivoire,1982,23.6,9.3000002,15.1,2.4000001,455811,54605,401206,845.6649778,,,
Croatia,1982,19.299999,26.200001,31,22,917845,407153,510692,,,,
Cuba,1982,43.799999,20.6,27.4,13.8,1446883,482754,964130,2114.620716,,,
Cyprus,1982,20,34.200001,46.5,22.5,158068,53291,104777,4122.784668,,,
Czech Republic,1982,21.5,25.200001,29.5,21.200001,1982686,874499,1108186,,,,
Democratic Republic of Congo,1982,8.5,7.9000001,15.1,1.1,1205431,91359,1114073,,,,
Denmark,1982,12.9,37.700001,37.799999,37.599998,1550241,791561,758680,11804.37386,,,
Djibouti,1982,12.9,20.9,35.099998,6.5,43554,6720,36834,,,,
Dominica,1982,38,6.3000002,9.6000004,3.0999999,2917,722,2195,1232.720743,,,
Dominican Republic,1982,22.700001,15.6,19.5,11.5,553819,202363,351456,1374.46864,,,
Ecuador,1982,16,8.5,14,3,416483,73495,342988,2324.829958,,,
Egypt,1982,23.4,15.9,31.200001,1,4473860,136810,4337050,,,,
El Salvador,1982,18.5,11,19.799999,3,292081,42154,249927,738.9695741,,,
Equatorial Guinea,1982,56.700001,8.8000002,16.6,1.1,13375,850,12525,140.2879187,,,
Eritrea,1982,31.9,7.0999999,13.6,0.89999998,98733,6407,92326,,,,
Estonia,1982,13.5,26.6,40.700001,15.1,310890,96945,213945,,,,
Ethiopia,1982,7.1999998,4.4000001,8,1,899821,104777,795044,207.1210766,,,
Fiji,1982,22,16.1,27.299999,4.8000002,65581,9742,55839,1763.838372,,,
Finland,1982,17.799999,23.9,32,16.5,924778,334407,590371,10938.12206,,,
France,1982,19.799999,29.799999,41.799999,18.700001,12681051,4126826,8554225,10501.60913,,,
Gabon,1982,12.6,9.1000004,16.200001,2.5999999,41718,6295,35423,4582.163851,,,
Gambia,1982,29.6,15.6,30.700001,1.1,54919,1903,53016,,,,
Georgia,1982,28.6,24.200001,46.5,5.5,932388,114543,817844,,,,
Germany,1982,19.799999,31,38.200001,24.6,20050301,8448683,11601618,9913.737642,,,
Ghana,1982,18.9,4.9000001,8.6000004,1.1,309271,34309,274962,320.6994116,,,
Greece,1982,26.700001,37.099998,53.599998,21.6,2822454,847252,1975203,5579.234615,,,
Grenada,1982,18.700001,8.1999998,12.7,4.1999998,4639,1253,3386,1299.392856,,,
Guatemala,1982,9.5,8.3000002,14.3,2.3,333087,46345,286742,1200.249235,,,
Guinea,1982,2.4000001,6.8000002,12.2,1.5,183042,21275,161767,,,,
Guinea-Bissau,1982,3.0999999,7.6999998,12.9,2.5999999,36138,6235,29903,192.7764398,,,
Guyana,1982,25.6,11.7,21.1,2.7,53302,6350,46952,618.2348499,,,
Haiti,1982,11.1,10,15.5,4.9000001,348350,87768,260582,250.8130754,,,
Honduras,1982,20.6,15.6,25.9,5.3000002,321380,54939,266442,1062.469765,,,
Hungary,1982,25.700001,32.299999,40.700001,24.799999,2683366,1079014,1604352,,,,
Iceland,1982,25,35.700001,38,33.400002,61082,28563,32519,13711.69927,,,
India,1982,12,17.6,31.5,2.5999999,78646105,5630650,73015447,275.2660979,,,
Indonesia,1982,9.1000004,27.799999,52.900002,3.2,25223551,1446914,23776635,580.8105956,,,
Iran,1982,25.4,12.4,21.6,2.7,2908128,304416,2603712,,,,
Iraq,1982,21.700001,17.6,32.900002,2.0999999,1359684,79490,1280194,2929.448776,,,
Ireland,1982,18.299999,34.400002,37.400002,31.5,836863,385750,451112,6160.638293,,,
Israel,1982,21.200001,32.599998,38.599998,26.799999,847276,353539,493738,,,,
Italy,1982,20.1,31.299999,42.099998,21.4,14007427,4993272,9014155,7556.523437,,,
Jamaica,1982,17.6,15,24.1,6.4000001,201835,43983,157852,1497.311934,,,
Japan,1982,23.4,36.400002,61.200001,13.1,33034692,6108327,26926365,9575.608995,,,
Jordan,1982,24.6,27.9,44.900002,9.1999998,355721,55267,300454,1945.372609,,,
Kazakhstan,1982,23.799999,20,27.299999,13.6,2019165,727650,1291515,,,,
Kenya,1982,11.4,11.1,20.6,1.7,970096,76342,893754,369.3870535,,,
Kiribati,1982,8,46.900002,61.099998,33.299999,16188,5897,10291,644.2605352,,,
Kuwait,1982,31.1,30.200001,46.5,3.7,281016,13232,267784,13053.95323,,,
Kyrgyzstan,1982,23.5,21.1,42.599998,1.8,504129,22416,481714,,,,
Laos,1982,16.9,33.900002,56.400002,12.4,638079,118990,519089,,,,
Latvia,1982,18.1,28.200001,43.799999,15.6,566360,173187,393173,,,,
Lebanon,1982,25.4,37.299999,46.5,28.6,606415,239413,367002,,,,
Lesotho,1982,26.6,20.700001,44.900002,1.3,158409,5394,153015,234.3066189,,,
Liberia,1982,11.3,7.6999998,14.4,1.2,86214,6795,79418,,,,
Libya,1982,49.5,15.8,27.299999,2,288088,16939,271149,,,,
Lithuania,1982,13.9,20.9,35.799999,8.3000002,561171,119528,441644,,,,
Luxembourg,1982,26.299999,32.200001,38.900002,26,96161,40246,55914,12590.9768,,,
Macedonia,1982,22.5,35.400002,44.900002,25.799999,484975,175684,309291,,,,
Madagascar,1982,6.5999999,22.1,37.700001,6.5,1100478,160452,940026,505.2246227,,,
Malawi,1982,17.1,12.9,23.6,3.3,444970,60337,384633,253.1384908,,,
Malaysia,1982,23,23.200001,44.799999,1.8,2076147,81482,1994666,1925.468115,,,
Maldives,1982,27.4,20.6,30.9,8.5,18776,3565,15210,274.5273827,,,
Mali,1982,5.9000001,10.3,17.9,3.0999999,406580,61786,344794,173.2970044,,,
Malta,1982,36.200001,26.5,32.099998,21.299999,68813,28648,40164,3788.050632,,,
Marshall Islands,1982,22.1,19.5,33.700001,4.5999999,3577,415,3162,1010.095751,,,
Mauritania,1982,14.1,9.3000002,16,2.9000001,83077,13079,69998,693.7086439,,,
Mauritius,1982,23,21.1,39.799999,3.3,137600,10932,126667,1086.530028,,,
Mexico,1982,12.8,24.9,37.299999,13,10278811,2733001,7545810,2612.68042,,,
Micronesia,1982,21.700001,26,41.799999,10,10817,2061,8757,,,,
Moldova,1982,29.1,25.9,49,6.1999998,777219,99522,677697,,,,
Mongolia,1982,12.8,21,38,4.8000002,212887,24826,188062,1432.487502,,,
Montenegro,1982,21.5,27.1,35.299999,19.200001,115675,41904,73771,,,,
Morocco,1982,22,13.5,26.9,0.69999999,1586161,44221,1541941,847.3258057,,0.27678,
Mozambique,1982,4.1999998,12.2,21.6,3.5999999,871873,131685,740189,,,,
Myanmar,1982,27.5,21.5,37.900002,6.0999999,4592475,673139,3919336,37.49581383,,,
Namibia,1982,6.5,17.5,25.299999,10.5,97564,30704,66860,2107.079495,,,
Nepal,1982,6.5999999,34.5,47.700001,20.9,3034896,907569,2127326,146.5348694,,,
Netherlands,1982,10.9,28.700001,33.099998,24.4,3237140,1401836,1835304,11072.65845,,,
New Zealand,1982,19.4,32,33.900002,30.200001,753331,361574,391757,7656.475732,,,
Nicaragua,1982,24.6,15.3,24.799999,5.9000001,277803,54323,223479,702.9112101,,,
Niger,1982,6.6999998,5.4000001,8.6999998,2.3,173766,39219,134547,307.3545772,,,
Nigeria,1982,7.4000001,9.5,15.2,3.8,4094232,811513,3282718,1844.849844,,,
North Korea,1982,17.700001,22.700001,44.599998,3.5,2667222,219004,2448218,,,,
Norway,1982,4.9000001,34.700001,39.400002,30.1,1120905,495761,625144,15224.81528,,,
Oman,1982,39.099998,9.8999996,16.9,1.3,70049,4079,65970,6636.838128,,,
Pakistan,1982,18.200001,19.9,32.799999,5.5,9693221,1260868,8432353,349.8417623,,,
Palestine,1982,12,25.700001,47.599998,3.5,207599,14098,193501,,,,
Panama,1982,22.6,10,16.1,3.8,125924,23902,102023,2814.181852,,,
Papua New Guinea,1982,15.9,38.599998,55,21.299999,717777,193160,524617,732.1562066,,,
Paraguay,1982,25.799999,16.200001,25,7.3000002,317867,71038,246829,1666.650808,,,
Peru,1982,10.3,9.8999996,14,5.8000002,1061383,311431,749951,1186.137715,,,
Philippines,1982,18.200001,27.6,46.599998,8.3999996,7927534,1209252,6718282,828.5676463,,,
Poland,1982,21.5,41.5,56.200001,28,11317706,3970744,7346963,,,,
Portugal,1982,23.9,20.9,35.700001,7.8000002,1555760,304260,1251499,3079.949566,,,
Qatar,1982,16.9,15.1,20.799999,1.4,28675,781,27895,24301.05185,,,
Romania,1982,19.200001,26,34.700001,17.700001,4301164,1507036,2794128,,,,
Russia,1982,21.200001,34.799999,58.5,15.5,38027068,9311550,28715517,,,,
Rwanda,1982,21.700001,14.1,21.200001,7.3000002,396144,104780,291364,248.9418056,,,
Saint Lucia,1982,23.700001,8.6999998,13.5,4.4000001,6056,1612,4444,,,,
Saint Vincent and the Grenadines,1982,130.39999,9.1999998,16.700001,2.4000001,5421,751,4670,,,,
Samoa,1982,25.299999,27.299999,39.5,15,23759,6502,17257,726.3783541,,,
Sao Tome and Principe,1982,13.6,3.5999999,6.3000002,1.1,1894,309,1586,,,,
Saudi Arabia,1982,78.699997,6.9000001,11.5,0.69999999,431809,18574,413235,13680.75965,,,
Senegal,1982,21.1,10.8,20.4,1.5,337261,23213,314048,668.0575179,,,
Serbia,1982,14.6,22.9,26,20.1,1593977,711286,882691,,,,
Seychelles,1982,19.6,17.6,30.799999,4.3000002,7554,930,6623,2440.684299,,,
Sierra Leone,1982,7.1999998,18.6,31.700001,6,345654,56254,289400,369.1332996,,,
Singapore,1982,27.200001,17,29,4.8000002,313317,43268,270049,6077.634241,,,
Slovakia,1982,25.799999,24.299999,34.400002,14.8,905270,284537,620733,,,,
Slovenia,1982,34.099998,29.6,36.700001,23.200001,428971,176611,252359,,,,
Solomon Islands,1982,5,29,41,16.1,37470,10077,27393,770.8369348,,,
Somalia,1982,21.799999,11.2,20,2.7,395259,48732,346527,130.1150776,,,
South Africa,1982,21.799999,23.4,37.900002,9.1999998,4206079,833858,3372221,2769.096638,,,
South Korea,1982,22.9,34.299999,63,6.5,8966882,857516,8109366,,,,
Spain,1982,21.6,34,43.5,25.200001,9694942,3713483,5981459,5159.708645,,,
Sri Lanka,1982,11.9,13.2,24.5,1.5,1329716,73779,1255937,308.8827846,,,
Sudan,1982,16.700001,5.6999998,9.8999996,1.6,630909,88212,542696,387.6490479,,,
Suriname,1982,124.4,6.1999998,10,2.3,14102,2568,11534,2425.203028,,,
Swaziland,1982,20.4,6,10.7,2.2,19624,3975,15648,,,,
Sweden,1982,16.1,26.4,28.299999,24.6,1784557,847642,936915,13738.95408,,,
Switzerland,1982,29.4,27.299999,33.099998,22,1419807,592110,827696,18000.19091,,,
Syria,1982,33.900002,17.799999,28.9,6.4000001,876688,155944,720743,,,,
Taiwan,1982,29.9,21.799999,38.400002,3.5,2751881,211730,2540151,,,,
Tajikistan,1982,31.5,18.9,35.200001,3.4000001,449854,41116,408737,,,,
Tanzania,1982,10.3,11.6,21.799999,1.9,1237670,103757,1133913,,,,
Thailand,1982,16.799999,25,46.299999,4.0999999,7677453,635638,7041816,767.0757134,,,
Timor,1982,1.5,31.299999,58.700001,3.9000001,111984,7005,104979,,,,
Togo,1982,36.799999,7.0999999,12.8,1.5,109954,11914,98039,369.3132737,,,
Tonga,1982,16.299999,31.6,49.799999,13.2,17434,3640,13794,640.3334441,,,
Trinidad and Tobago,1982,26.299999,19.700001,31.299999,8.3999996,145850,31618,114232,7034.945357,,,
Tunisia,1982,21.299999,20.799999,39.900002,1.7,814461,33979,780481,1176.228012,,,
Turkey,1982,22.6,27.799999,42.299999,13.8,7724021,1964312,5759710,,,,
Turkmenistan,1982,25.5,20.4,38.5,3.5999999,363280,32982,330298,,,,
Uganda,1982,2.7,12.3,21.700001,3.2,863501,113604,749897,156.8798157,,,
Ukraine,1982,17.9,31.5,55,12.7,12471873,2797737,9674136,,,,
United Arab Emirates,1982,12.5,19.299999,25.700001,0.69999999,156823,1411,155412,39921.63299,,,
United Kingdom,1982,17.5,35.700001,36.599998,34.799999,16038724,8149139,7889585,9145.329109,,,
United States,1982,31.5,29.200001,31.9,26.6,52559045,25007459,27551587,14433.78773,,,
Uruguay,1982,15.5,29.9,38.400002,22,645795,246582,399213,3080.973259,,,
Uzbekistan,1982,15.6,10.1,19.6,1.2,1010198,59566,950633,,,,
Vanuatu,1982,7.1999998,22.299999,38.599998,4.3000002,15088,1387,13701,925.2829341,,,
Venezuela,1982,30.700001,24.200001,33.700001,14.6,2327707,699679,1628028,,,,
Vietnam,1982,5.9000001,27.200001,52.799999,3.5999999,9353216,650222,8702995,,,,
World,1982,18.700001,25,40,10.2,751462004,153215483,598246546,2522.469114,,,
Yemen,1982,28.700001,19.700001,30.6,9.8000002,847057,221659,625398,,,,
Zambia,1982,10.9,12.2,21.4,3.3,402531,55180,347351,635.5660427,,,
Zimbabwe,1982,28,12.9,23.299999,2.9000001,523222,59715,463507,1094.29259,,,
Afghanistan,1983,5.9000001,10.5,18.6,2.3,676984,72411,604572,,,,
Albania,1983,17.9,21.299999,38.400002,3.3,393867,30082,363785,,,,
Algeria,1983,18.700001,15.8,30.799999,0.80000001,1826283,48495,1777788,2359.593264,,,
Andorra,1983,18.4,30.799999,37.099998,25,9711,4105,5606,8108.675838,,,
Angola,1983,23.299999,8.8000002,16.9,1.1,397824,25849,371975,623.5339325,,,
Antigua and Barbuda,1983,111.3,4.9000001,7.6999998,2.3,2313,572,1741,2784.737233,,,
Argentina,1983,19.1,25.9,30.4,21.700001,5270415,2272455,2997959,3539.456782,,,
Armenia,1983,21.700001,26.700001,53.099998,2.5,606217,29650,576567,,,,
Australia,1983,24.299999,29.1,32.400002,25.9,3391400,1523179,1868222,11515.49595,,,
Austria,1983,29.5,25.5,33.400002,18.700001,1560443,611039,949404,9537.40742,,,
Azerbaijan,1983,19.1,20.6,42.299999,0.89999998,893189,20073,873115,,,,
Bahamas,1983,35.400002,10.9,17,5.0999999,15819,3771,12049,,,,
Bahrain,1983,19.1,17.4,24.4,6.4000001,45624,6516,39108,9227.679763,,,
Bangladesh,1983,9,24.4,44.799999,1.7,12209960,394783,11815177,193.4093731,,,
Barbados,1983,36.299999,6.9000001,12.3,2.3,12605,2181,10424,4818.683873,,,
Belarus,1983,14.7,28.1,50.599998,9.5,2134678,394155,1740523,,,,
Belgium,1983,23.5,31.700001,38.799999,25.200001,2524578,1035192,1489386,8846.234298,,,
Belize,1983,47.599998,10.7,19.299999,1.9,9055,796,8259,1231.012451,,,
Benin,1983,16.200001,9,15.5,3.2,198585,37507,161077,262.5773397,,,
Bhutan,1983,41.299999,11.8,18.799999,4,29852,4666,25186,343.6248827,,,
Bolivia,1983,2.9000001,33.299999,45.400002,21.9,1109903,373974,735929,885.9651908,,,
Bosnia and Herzegovina,1983,23.4,37.5,46.799999,28.6,1168564,460139,708424,,,,
Botswana,1983,30,15.1,25.4,5.5999999,89563,17152,72412,1105.130375,,,
Brazil,1983,37.599998,19,23.799999,14.3,15546768,5916220,9630548,1448.009731,,,
Brunei,1983,40.200001,11.7,14.5,8.3999996,15216,4994,10221,,,,
Bulgaria,1983,20.799999,29.4,38.200001,20.799999,2045228,734254,1310974,1852.813434,,,
Burkina Faso,1983,4.3000002,12.7,17.9,7.9000001,498932,164469,334463,212.4869881,,,
Burundi,1983,13.2,14.3,20.4,8.6999998,351611,112306,239305,229.1177255,,,
Cambodia,1983,12.5,22.5,43.700001,4.6999998,946086,108060,838026,,,,
Cameroon,1983,13.9,8.3000002,14.4,2.5,444082,66798,377284,743.4740687,,,
Canada,1983,27,34.799999,38,31.799999,6906364,3197357,3709007,13476.97383,,,
Cape Verde,1983,16.6,6,9.8999996,2.9000001,10428,2811,7616,,,,
Central African Republic,1983,17,8.3999996,16.1,1.1,121010,8435,112575,263.9894692,,,
Chad,1983,2.0999999,7.4000001,12.9,2.2,193562,29725,163836,171.308123,,,
Chile,1983,8.5,35.5,38.599998,32.5,2848293,1337635,1510658,1699.692543,,,
China,1983,16.200001,29.6,52.200001,5.4000001,205085745,18110351,186975395,225.4319289,,,
Colombia,1983,28.1,15.1,22.1,8.3999996,2649698,748645,1901053,1381.120048,,,
Comoros,1983,3.5,12.8,17.799999,7.8000002,23884,7329,16556,538.0568571,,,
Congo,1983,20.9,8.6999998,16.4,1.2,94327,6364,87963,,,,
Costa Rica,1983,32.5,10.3,15.1,5.4000001,168518,43388,125131,1199.898669,,,
Cote d'Ivoire,1983,23.6,9.3000002,15,2.4000001,474200,56903,417298,736.7106159,,,
